date,inflation,unemployment,interest_rate,industrial_production,log_inflation,log_industrial_production
1958-06-01,-1.2032606345571806,0.8983856100203563,-1.0370067086674926,-1.5934171363552172,-1.5380335354345285,-2.076666505514292
1958-07-01,-1.2034881487236089,1.0182261627041806,-1.1076060627993167,-1.583003305243156,-1.5388812342571718,-2.047979212233654
1958-08-01,-1.202919363307538,0.9583058863622688,-0.8675682587511141,-1.5688029460731308,-1.5367630861419048,-2.0095318208680792
1958-09-01,-1.2032606345571806,0.7785450573365319,-0.8026168529498359,-1.5621721272083948,-1.5380335354345285,-1.9918363840503464
1958-10-01,-1.2032606345571806,0.5388639519688837,-0.791320956288744,-1.5536533180306351,-1.5380335354345285,-1.9693366875667202
1958-11-01,-1.2028056062243238,0.23926257025932304,-0.6585941705209142,-1.5318799027446817,-1.5363398956903531,-1.912986810775855
1958-12-01,-1.2025780920578955,0.23926257025932304,-0.6162345580418196,-1.5309306338722115,-1.5354939531499407,-1.9105669072528235
1959-01-01,-1.2021230637250389,0.11942201757549868,-0.5992907130501818,-1.5195710496983188,-1.533803818697829,-1.8818403297115474
1959-02-01,-1.202236820808253,0.05950174123358676,-0.6134105838765466,-1.5044249374664622,-1.5342261337338454,-1.8441876475521746
1959-03-01,-1.2025780920578955,-0.12025908779215007,-0.5089235397614467,-1.4930618374819309,-1.5354939531499407,-1.8164111760470383
1959-04-01,-1.2024643349746813,-0.3599401931597983,-0.46373995311707905,-1.4760242191264117,-1.5350712008593486,-1.7754943314709206
1959-05-01,-1.2017817924753964,-0.41986046950171074,-0.48068379810871686,-1.463715366080049,-1.5325377464922656,-1.746461350366877
1959-06-01,-1.2009854928928974,-0.4797807458436227,-0.34230906401034117,-1.4627660972075789,-1.529588657105998,-1.7442402312697232
1959-07-01,-1.2005304645600405,-0.41986046950171074,-0.31971727068815736,-1.48264800636987,-1.5279066455134072,-1.7912994575187777
1959-08-01,-1.200189193310398,-0.3599401931597983,-0.3112453481923385,-1.510102971648089,-1.5266466508027898,-1.8582176143857274
1959-09-01,-1.199392893727899,-0.180179364134062,-0.23782201989524124,-1.511052240520559,-1.5237116936400406,-1.8605731048530116
1959-10-01,-1.1982553228957575,-0.06033881145023762,-0.17569458825923578,-1.5167302747021858,-1.5195310590364057,-1.8747224088234244
1959-11-01,-1.1982553228957575,-4.18535108325694e-4,-0.17004663992868985,-1.5119979935823906,-1.5195310590364057,-1.8629227164980977
1959-12-01,-1.1975727803964724,-0.30001991681788637,-0.17287061409396276,-1.463715366080049,-1.5170295100053182,-1.746461350366877
1960-01-01,-1.198027808729329,-0.3599401931597983,-0.17287061409396276,-1.4419419507940954,-1.518696641599621,-1.6961439791530513
1960-02-01,-1.1975727803964724,-0.59962129852744706,-0.1785185624245087,-1.4495150069100236,-1.5170295100053182,-1.7134974594133887
1960-03-01,-1.1975727803964724,-0.2400996404759739,-0.21523022657305743,-1.457088063025952,-1.5170295100053182,-1.7310074411198586
1960-04-01,-1.1960939383146885,-0.3599401931597983,-0.19263843325087365,-1.463715366080049,-1.5116269493397987,-1.746461350366877
1960-05-01,-1.1957526670650458,-0.41986046950171074,-0.2124062524077844,-1.4646611191418804,-1.5103835811905786,-1.7486767727811372
1960-06-01,-1.1952976387321892,-0.2400996404759739,-0.36207688316725206,-1.4750749502539413,-1.5087277178092104,-1.7732397693446222
1960-07-01,-1.195980181231474,-0.180179364134062,-0.3874926506547088,-1.477915725250074,-1.511212353042108,-1.7799945759103477
1960-08-01,-1.1952976387321892,-0.12025908779215007,-0.45809200478653306,-1.4788614783119056,-1.5087277178092104,-1.782248615713576
1960-09-01,-1.1952976387321892,-0.180179364134062,-0.565403023066906,-1.487383803300304,-1.5087277178092104,-1.8026790203038643
1960-10-01,-1.1937050395671909,0.1793422939174106,-0.6021146872154547,-1.4883295563621353,-1.5029497601627684,-1.804959565086287
1960-11-01,-1.1933637683175484,0.1793422939174106,-0.6105866097112737,-1.499689140536028,-1.5017151643083813,-1.8325629199103874
1960-12-01,-1.193022497067906,0.47894367562697127,-0.7404894213138303,-1.5148387685785234,-1.500481811544509,-1.8699974318430777
1961-01-01,-1.1926812258182633,0.47894367562697127,-0.8901600520732978,-1.513893015516692,-1.4992496993703817,-1.8676392483200202
1961-02-01,-1.1926812258182633,0.6587045046527081,-0.5823468680585439,-1.5148387685785234,-1.4992496993703817,-1.8699974318430777
1961-03-01,-1.1926812258182633,0.6587045046527081,-0.7291935246527385,-1.510102971648089,-1.4992496993703817,-1.8582176143857274
1961-04-01,-1.193022497067906,0.71862478099462,-0.878864155412206,-1.494011106354401,-1.500481811544509,-1.8187164602065484
1961-05-01,-1.1926812258182633,0.7785450573365319,-0.7404894213138303,-1.4817022533080386,-1.4992496993703817,-1.7890348919641241
1961-06-01,-1.1926812258182633,0.6587045046527081,-0.8110887754456547,-1.470342669134146,-1.4992496993703817,-1.7620392513575163
1961-07-01,-1.19177116915255,0.71862478099462,-0.9692313287009412,-1.460874591083916,-1.4959701130743797,-1.7398220071420254
1961-08-01,-1.1915436549861218,0.47894367562697127,-0.7348414729832844,-1.4533015349679879,-1.4951515866491123,-1.7222327113603315
1961-09-01,-1.1910886266532652,0.5388639519688837,-0.7687291629665601,-1.4542472880298192,-1.493516172855003,-1.724420644294197
1961-10-01,-1.1910886266532652,0.41902339928505933,-0.6614181446861872,-1.4381519069254922,-1.493516172855003,-1.6875170727197895
1961-11-01,-1.1910886266532652,0.1793422939174106,-0.5625790489016331,-1.4248973008172983,-1.493516172855003,-1.65764481815517
1961-12-01,-1.1907473554036225,0.11942201757549868,-0.6416503255292763,-1.4173242447013699,-1.4922910438148862,-1.6407812941400801
1962-01-01,-1.1904060841539803,-4.18535108325694e-4,-0.6924818605041899,-1.4249008166279373,-1.491067138883922,-1.6576526812026635
1962-02-01,-1.189609784571481,-0.180179364134062,-0.6303544288681844,-1.4107004574579116,-1.4882161074226672,-1.626150713262712
1962-03-01,-1.1889272420721961,-0.12025908779215007,-0.4948036689350817,-1.4059646605274776,-1.485777636644253,-1.6157574934729064
1962-04-01,-1.1884722137393393,-0.12025908779215007,-0.5145714880919926,-1.4040696385931761,-1.4841546821175544,-1.6116141975554246
1962-05-01,-1.188130942489697,-0.180179364134062,-0.6331784030334574,-1.4050189074656463,-1.482938875814432,-1.6136885838087383
1962-06-01,-1.1884722137393393,-0.180179364134062,-0.5428112297447222,-1.406910413589309,-1.4841546821175544,-1.6178286100707302
1962-07-01,-1.1883584566561254,-0.2400996404759739,-0.5343393072489033,-1.3983916044115492,-1.483749279251093,-1.5992523573152635
1962-08-01,-1.1876759141568403,-0.06033881145023762,-0.4722118756128979,-1.3974458513497179,-1.4813196756449702,-1.5972009513470933
1962-09-01,-1.186083314991842,-0.12025908779215007,-0.48068379810871686,-1.3917643013574519,-1.4756692713925006,-1.584922676380954
1962-10-01,-1.1865383433246988,-0.2400996404759739,-0.48068379810871686,-1.3908185482956206,-1.47728101471692,-1.5828863469611203
1962-11-01,-1.1865383433246988,-0.06033881145023762,-0.469387901447625,-1.3870320202376567,-1.47728101471692,-1.5747547848473702
1962-12-01,-1.1865383433246988,-0.180179364134062,-0.4722118756128979,-1.3870320202376567,-1.47728101471692,-1.5747547848473702
1963-01-01,-1.1858558008254139,-0.06033881145023762,-0.4750358497781709,-1.3804047171835596,-1.4748641943015197,-1.5606041167498117
1963-02-01,-1.185400772492557,0.05950174123358676,-0.4524440564559871,-1.3699873702608596,-1.4732556257842992,-1.5385673100750112
1963-03-01,-1.1850595012429146,-0.06033881145023762,-0.45809200478653306,-1.3643093360792329,-1.4720505841230869,-1.5266605135492983
1963-04-01,-1.185400772492557,-0.06033881145023762,-0.48068379810871686,-1.3557905269014732,-1.4732556257842992,-1.5089324773705093
1963-05-01,-1.1850595012429146,0.05950174123358676,-0.4524440564559871,-1.3444274269169418,-1.4720505841230869,-1.4855345217061786
1963-06-01,-1.183921930410773,-0.12025908779215007,-0.45526803062126003,-1.3415866519208088,-1.4680423189305551,-1.4797288262622612
1963-07-01,-1.1830118737450597,-0.12025908779215007,-0.4467961081254412,-1.3453731799787734,-1.4648451236411502,-1.4874712166663488
1963-08-01,-1.1823293312457748,-0.2400996404759739,-0.3140693223576114,-1.3434816738551105,-1.4624526917285994,-1.483599756636453
1963-09-01,-1.1826706024954172,-0.180179364134062,-0.31689329652288445,-1.3340135958048807,-1.4636483235949596,-1.464336056467785
1963-10-01,-1.1823293312457748,-0.180179364134062,-0.3112453481923385,-1.3273862927507838,-1.4624526917285994,-1.4509649988489324
1963-11-01,-1.1819880599961323,-0.06033881145023762,-0.31689329652288445,-1.3226540116309882,-1.4612582257638054,-1.441473322493565
1963-12-01,-1.1808504891639906,-0.180179364134062,-0.3451330381756142,-1.3245455177546508,-1.4572850638313466,-1.445261607393706
1964-01-01,-1.1801679466647057,-0.12025908779215007,-0.31689329652288445,-1.316026708576891,-1.4549073379152284,-1.4282582580167764
1964-02-01,-1.1805092179143482,-0.2400996404759739,-0.31689329652288445,-1.3093994055227942,-1.456095623941965,-1.4151325317923433
1964-03-01,-1.1801679466647057,-0.2400996404759739,-0.33101316734924924,-1.3093994055227942,-1.4549073379152284,-1.4151325317923433
1964-04-01,-1.1800541895814916,-0.30001991681788637,-0.31971727068815736,-1.2933040244184673,-1.454511498600156,-1.3836194103571162
1964-05-01,-1.1797129183318489,-0.41986046950171074,-0.3112453481923385,-1.2876259902368405,-1.4533247475790223,-1.3726233246885822
1964-06-01,-1.1793716470822064,-0.3599401931597983,-0.3112453481923385,-1.2847852152407075,-1.4521391452120649,-1.3671451622740665
1964-07-01,-1.1792578899989925,-0.5397010221855346,-0.33383714151452226,-1.278157912186611,-1.4517441992954299,-1.354424815752869
1964-08-01,-1.1789166187493498,-0.4797807458436227,-0.3112453481923385,-1.2715306091325138,-1.45056012501296,-1.3417872647001734
1964-09-01,-1.1785753474997074,-0.41986046950171074,-0.3253652190187033,-1.2677440810745495,-1.4493771942113853,-1.3346035185860132
1964-10-01,-1.1781203191668508,-0.41986046950171074,-0.35078098650616013,-1.2819444402445748,-1.4478017280780187,-1.3616824129463005
1964-11-01,-1.1770965054179232,-0.59962129852744706,-0.3055973998617925,-1.2507029469083915,-1.44426432059843,-1.3025983052829317
1964-12-01,-1.1766414770850666,-0.4797807458436227,-0.2124062524077844,-1.238394093862029,-1.4426954126031815,-1.279804673264279
1965-01-01,-1.1763002058354242,-0.5397010221855346,-0.1982863815814196,-1.2270345096881363,-1.4415200489276823,-1.259003723012222
1965-02-01,-1.1763002058354242,-0.41986046950171074,-0.17569458825923578,-1.2204072066340395,-1.4415200489276823,-1.2469703670951688
1965-03-01,-1.1759589345857817,-0.6595415748693589,-0.15592676910232503,-1.2062068474640137,-1.4403458119789974,-1.2214348229343797
1965-04-01,-1.1751626350032827,-0.59962129852744706,-0.14463087244123313,-1.2014745663442186,-1.4376102953695207,-1.21299914931178
1965-05-01,-1.174025064171141,-0.7194618512112714,-0.1418068982759602,-1.19295224135582,-1.4337129813919032,-1.1978992396296215
1965-06-01,-1.1725462220893568,-0.7194618512112714,-0.15592676910232503,-1.1844334321780603,-1.428664940724623,-1.1829220152262587
1965-07-01,-1.1728874933389994,-0.8393024038950953,-0.14463087244123313,-1.1740196010659991,-1.4298280280883169,-1.1647686500552086
1965-08-01,-1.173228764588642,-0.8393024038950953,-0.13615894994541414,-1.1692838041355649,-1.4309922208734,-1.1565690319664788
1965-09-01,-1.1724324650061426,-0.8992226802370077,-0.16439869159814402,-1.166443029139432,-1.4282774902232642,-1.151667043190647
1965-10-01,-1.1720911937565002,-0.9591429565789196,-0.14745484660650604,-1.1550834449655394,-1.4271158734934102,-1.1321879193755129
1965-11-01,-1.1709536229243587,-1.019063232920832,-0.1418068982759602,-1.150351163845744,-1.423251754358907,-1.1241304375704844
1965-12-01,-1.169816052092217,-1.078983509262744,-0.07967946663995462,-1.1361508046757187,-1.4193997865624959,-1.1001507983930698
1966-01-01,-1.1694747808425745,-1.078983509262744,-0.05143972498722499,-1.1247877046911874,-1.418246554326208,-1.0811733921319826
1966-02-01,-1.1671996391782913,-1.1988240619465684,-6.08190012311558e-4,-1.117214648575259,-1.4105859618169507,-1.0686279302597628
1966-03-01,-1.1660620683461496,-1.1988240619465684,0.01633565497932642,-1.1011192674709323,-1.4067735567791977,-1.042230673417911
1966-04-01,-1.164924497514008,-1.1988240619465684,0.019159629144599333,-1.0992277613472696,-1.4029729805070792,-1.039151940695221
1966-05-01,-1.164128197931509,-1.1389037856046562,0.08411103494587784,-1.087868177173377,-1.4003195760194793,-1.0207643723617867
1966-06-01,-1.1637869266818663,-1.1988240619465684,0.16035833740824798,-1.0821866271811114,-1.3991841598252541,-1.0116326612809279
1966-07-01,-1.1629906270993673,-1.1988240619465684,0.1970700015567966,-1.0755593241270145,-1.3965389410743596,-1.0010348673123777
1966-08-01,-1.160715485435084,-1.1988240619465684,0.2620214073580751,-1.074613571065183,-1.389012498041316,-0.9995272085677817
1966-09-01,-1.1595779146029424,-1.2587443382884802,0.2253097432095265,-1.0632504710806516,-1.3852665478747763,-0.9815038292946818
1966-10-01,-1.1584403437708009,-1.2587443382884802,0.2620214073580751,-1.054731661902892,-1.3815320183057314,-0.9681007605733294
1966-11-01,-1.1580990725211584,-1.3186646146303924,0.32697281315935334,-1.0632539868912905,-1.3804138760557196,-0.9815093800401581
1966-12-01,-1.1576440441883016,-1.1988240619465684,0.2253097432095265,-1.0604132118951577,-1.3789246056597055,-0.9770295434404233
1967-01-01,-1.1578715583547299,-1.1389037856046562,0.09540693160696974,-1.0545980610986185,-1.379669014524812,-0.96789129490007
1967-02-01,-1.1567339875225884,-1.1988240619465684,0.11235077659860745,-1.0686437246005376,-1.375951485875259,-0.9900373863514684
1967-03-01,-1.1567339875225884,-1.1988240619465684,-0.0203760091692222,-1.0755452608844593,-1.375951485875259,-1.0010124400181002
1967-04-01,-1.1555964166904469,-1.1988240619465684,-0.15592676910232503,-1.0640626233382093,-1.3722452054385064,-0.9827864732411947
1967-05-01,-1.1555964166904469,-1.1988240619465684,-0.1869904849203277,-1.0747858457864834,-1.3722452054385064,-0.9998017506667695
1967-06-01,-1.1533212750261637,-1.1389037856046562,-0.17569458825923578,-1.0749370256439505,-1.3648661183649975,-1.0000427073512657
1967-07-01,-1.152183704194022,-1.1988240619465684,-0.22935009739942225,-1.0777110002379466,-1.3611931778324355,-1.0044692989109796
1967-08-01,-1.1510461333618802,-1.1988240619465684,-0.1982863815814196,-1.0544257863773183,-1.3575312177064855,-0.9676212277793667
1967-09-01,-1.1499085625297387,-1.1988240619465684,-0.17287061409396276,-1.0564368300626996,-1.353880172530033,-0.9707761907225899
1967-10-01,-1.148770991697597,-1.078983509262744,-0.20393432991196553,-1.0463675483932386,-1.3502399774295342,-0.9550304913220898
1967-11-01,-1.1464958500333138,-1.1389037856046562,-0.13333497578014122,-1.0285353568333555,-1.3429918808386878,-0.9274551624890133
1967-12-01,-1.1453582792011723,-1.1988240619465684,-0.026023957499768276,-1.0149186222293671,-1.3393838524573731,-0.9066591213300853
1968-01-01,-1.1442207083690306,-1.2587443382884802,0.0022157841529616058,-1.0162933041891296,-1.335786420356751,-0.9087485128633669
1968-02-01,-1.143083137536889,-1.1988240619465684,0.030455525805691237,-1.011719234548079,-1.3321995224794059,-0.9018050314485125
1968-03-01,-1.1419455667047473,-1.2587443382884802,0.12647064742497227,-1.0077182420411495,-1.3286230973114954,-0.8957517796083704
1968-04-01,-1.1408079958726056,-1.3785848909723046,0.32697281315935334,-1.0058583782132358,-1.325057083876414,-0.8929443342670292
1968-05-01,-1.1396704250404641,-1.3785848909723046,0.42863588310918044,-0.9914189439197735,-1.321501421728561,-0.871285165846134
1968-06-01,-1.137395283376181,-1.2587443382884802,0.41451601228281565,-0.986637441451035,-1.3144209121303516,-0.8641658312853531
1968-07-01,-1.1351201417118977,-1.2587443382884802,0.4032201156217238,-0.9886414535151387,-1.3073810953406972,-0.8671464929415755
1968-08-01,-1.133982570879756,-1.3785848909723046,0.4032201156217238,-0.9850025895040031,-1.303876301104641,-0.8617376234066049
1968-09-01,-1.1328450000476145,-1.4385051673142168,0.33262076148989944,-0.9800488123139647,-1.3003815062951116,-0.8543983801689073
1968-10-01,-1.1305698583833312,-1.4385051673142168,0.36933242563844804,-0.977440080819991,-1.293421687856428,-0.8505445502273377
1968-11-01,-1.1294322875511895,-1.4385051673142168,0.3439166581509913,-0.9604235573283045,-1.2899565518827454,-0.8255923174558197
1968-12-01,-1.1271571458869065,-1.4385051673142168,0.4003961414564506,-0.9562151319936869,-1.2830555491236078,-0.819470425253584
1969-01-01,-1.1260195750547648,-1.4385051673142168,0.4794674180840939,-0.9481287675244968,-1.2796195728178394,-0.807761294321543
1969-02-01,-1.124882004222623,-1.4385051673142168,0.5670106172075562,-0.9395220630807678,-1.2761932076471554,-0.7953757979484433
1969-03-01,-1.1214692917261984,-1.4385051673142168,0.6178421521824696,-0.9289078307622963,-1.2659712449907687,-0.7802093688681758
1969-04-01,-1.1191941500619151,-1.4385051673142168,0.792928550429394,-0.9339248925438328,-1.2592036877219444,-0.7873633690443205
1969-05-01,-1.1180565792297734,-1.4385051673142168,1.1487492952537885,-0.9390650076977266,-1.2558338788571006,-0.794720275481521
1969-06-01,-1.1157814375654902,-1.3785848909723046,1.213700701055067,-0.9258350122640041,-1.2491219456261506,-0.7758407126996995
1969-07-01,-1.113506295901207,-1.3785848909723046,1.1318054502621506,-0.9186170530225923,-1.2424465898695545,-0.765617368065076
1969-08-01,-1.1123687250690653,-1.3785848909723046,1.295595951847983,-0.9154598550689695,-1.23912250438367,-0.7611624555729444
1969-09-01,-1.1100935834047823,-1.2587443382884802,1.2843000551868913,-0.9157692464051821,-1.2325012733978598,-0.7615985656724573
1969-10-01,-1.1078184417404988,-1.2587443382884802,1.2419404427077967,-0.9153649281817224,-1.225915640600061,-0.7610286687009679
1969-11-01,-1.1055433000762156,-1.3785848909723046,1.1995808302287019,-0.9283523326813692,-1.2193652252582525,-0.7794188835809369
1969-12-01,-1.1032681584119324,-1.3785848909723046,1.233468520211978,-0.9320158073669763,-1.2128496527159842,-0.7846380314004257
1970-01-01,-1.1009930167476492,-1.1389037856046562,1.2362924943772509,-0.9572171380257387,-1.2063685542637874,-0.8209262688015658
1970-02-01,-1.098717875083366,-0.9591429565789196,1.2362924943772509,-0.9580960906854333,-1.199921567013978,-0.822204223930631
1970-03-01,-1.0964427334190827,-0.8393024038950953,0.891767646213948,-0.959829385330351,-1.1935083337787293,-0.8247268190265487
1970-04-01,-1.0941675917547995,-0.7194618512112714,0.9877827678332289,-0.9632573007031597,-1.1871285029513259,-0.8297253952900974
1970-05-01,-1.093030020922658,-0.59962129852744706,0.9454231553541346,-0.9648077731948609,-1.1839510050610251,-0.8319905233753546
1970-06-01,-1.0907548792583748,-0.5397010221855346,0.8494080337348535,-0.9691040937954479,-1.1776206305075525,-0.8382809785677181
1970-07-01,-1.089617308426233,-0.4797807458436227,0.7364490671239344,-0.9658554847652169,-1.1744676693076974,-0.8335226516888592
1970-08-01,-1.0884797375940913,-0.41986046950171074,0.5698345913728291,-0.9682216253251145,-1.1713228030107126,-0.8369872486993826
1970-09-01,-1.0862045959298081,-0.2400996404759739,0.47664344391882096,-0.9773521855540217,-1.1650571896061002,-0.8504148373176512
1970-10-01,-1.083929454265525,-0.180179364134062,0.45122767643136424,-1.0036715439959156,-1.1588234624127802,-0.8896485147714631
1970-11-01,-1.081654312601242,0.05950174123358676,0.2817892265149857,-1.011480159424642,-1.1526212985303301,-0.9014427950792057
1970-12-01,-1.0793791709369585,0.1793422939174106,0.08411103494587784,-0.9820493085674294,-1.1464503799384766,-0.857358866434277
1971-01-01,-1.0782416001048167,0.05950174123358676,-0.1305110016148683,-0.9719659636554134,-1.1433765395554731,-0.8424825214773806
1971-02-01,-1.0782416001048167,0.05950174123358676,-0.24911791655633303,-0.9744832840727786,-1.1433765395554731,-0.8461857585105867
1971-03-01,-1.0771040292726752,0.11942201757549868,-0.25194189072160605,-0.9759107031921227,-1.140310393399246,-0.8482887811078226
1971-04-01,-1.0759664584405337,0.05950174123358676,-0.12486305328432223,-0.9685134376081332,-1.1372519030466295,-0.8374149603962678
1971-05-01,-1.0736913167762505,0.05950174123358676,0.007863732483507432,-0.9617947234774279,-1.1311577374922046,-0.8275910952308658
1971-06-01,-1.071416175111967,0.05950174123358676,0.08693500911115075,-0.9562116161830481,-1.1250937411977227,-0.8194653189519724
1971-07-01,-1.0702786042798256,0.11942201757549868,0.19989397572206952,-0.9600895553176205,-1.1220729634649833,-0.8251057471891604
1971-08-01,-1.0691410334476839,0.1793422939174106,0.273317304019167,-0.9678278545335716,-1.119059616927283,-0.8364102448779681
1971-09-01,-1.0680034626155424,0.11942201757549868,0.26766935568862094,-0.946289998560416,-1.1160536651124442,-0.8051085651826303
1971-10-01,-1.0668658917834006,-4.18535108325694e-4,0.16883025990406697,-0.9362066536484,-1.1130550718161385,-0.7906257512064188
1971-11-01,-1.0657283209512591,0.11942201757549868,0.08693500911115075,-0.9304512716327198,-1.110063801099271,-0.7824074081068527
1971-12-01,-1.0645907501191176,0.11942201757549868,-0.1305110016148683,-0.9147215348348261,-1.1070798172853977,-0.7601221339189144
1972-01-01,-1.063453179286976,-4.18535108325694e-4,-0.3084213740270656,-0.8817678417175576,-1.1041030849581701,-0.7142477839599614
1972-02-01,-1.0611780376226925,-0.06033881145023762,-0.367724831497798,-0.8675252928198668,-1.098171234383632,-0.6947515478828965
